id,name,Architecture,Boost_Clock,Core_Speed,Memory,Memory_Speed,Memory_Bandwidth,DVI_Connection,Dedicated,Direct_X,HDMI_Connection,Integrated,L2_Cache,Manufacturer,Max_Power,Memory_Bus,Memory_Type,Power_Connector,Process,Resolution_WxH,SLI_Crossfire,price,url_name,img_of_gpu
427,GeForce GTX 1080 Ti Inno3D iChiLL X3 11GB,Pascal P102 ,1683,1569,11264,1426 MHz,502GB/sec,1,Yes,DX 12.1,1,No,3072KB,Nvidia,220 Watts,352 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x3200,Yes,,,
428,GeForce GTX 1080 Ti KFA Founders Edition 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
429,GeForce GTX 1080 Ti Inno3D Founders Edition 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
430,GeForce GTX 1080 Ti Inno3D Gaming OC 11GB,Pascal P102 ,1645,1531,11264,1376 MHz,484.4GB/sec,1,Yes,DX 12.1,3,No,3072KB,Nvidia,220 Watts,352 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,No,,,
431,GeForce GTX 1080 Ti Inno3D iChiLL Black 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,1,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
432,GeForce GTX 1080 Ti Gigabyte Founders Edition 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
433,GeForce GTX 1080 Ti Inno3D iChiLL X4 Ultra 11GB,Pascal P102 ,1721,1607,11264,1426 MHz,502GB/sec,1,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
434,GeForce GTX 1080 Ti MSI Aero 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,0,Yes,DX 12.1,1,No,1536KB(x2),Nvidia,250 Watts,176 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
435,GeForce GTX 1080 Ti MSI Aero OC 11GB,Pascal P102 ,1620,1506,11264,1376 MHz,484.4GB/sec,0,Yes,DX 12.1,1,No,1536KB(x2),Nvidia,250 Watts,176 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
436,GeForce GTX 1080 Ti Gigabyte AORUS Xtreme Edition 11GB,Pascal P102 ,1721,1607,11264,1404 MHz,494.2GB/sec,1,Yes,DX 12.1,3,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
437,GeForce GTX 1080 Ti Galax Hall of Fame Edition 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,220 Watts,352 Bit ,GDDR5X,2x 8-pin ,16nm,7680x4320,Yes,,,
438,GeForce GTX 1080 Ti Gigabyte G1 Gaming 11GB,Pascal P102 ,1632,1518,11264,1376 MHz,484.4GB/sec,1,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
439,GeForce GTX 1080 Ti Galax Founders Edition 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,220 Watts,352 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,No,,,
440,GeForce GTX 1080 Ti EVGA SC2 Gaming 11GB,Pascal P102 ,1670,1556,11264,1376 MHz,484.4GB/sec,1,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
441,GeForce GTX 1080 Ti EVGA SC Black Edition Gaming 11GB,Pascal P102 ,1670,1556,11264,1376 MHz,484.4GB/sec,1,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
442,GeForce GTX 1080 Ti Gainward Founders Edition 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,220 Watts,352 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,No,,,
443,GeForce GTX 1080 Ti Colorful Founders Edition 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
444,GeForce GTX 1080 Ti EVGA Founders Edition 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,220 Watts,352 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x3200,No,,,
445,GeForce GTX 1080 Ti ELSA Founders Edition 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
446,GeForce GTX 1080 Ti EVGA FTW3 Gaming 11GB,Pascal P102 ,1683,1569,11264,1376 MHz,484.4GB/sec,1,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
447,GeForce GTX 1080 Ti ASUS Turbo 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,220 Watts,352 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,No,,,
448,GeForce GTX 1080 Ti ASUS ROG STRIX OC 11GB,Pascal P102 ,1708,1594,11264,1388 MHz,488.6GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,220 Watts,352 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
449,GeForce GTX 1080 Ti,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,220 Watts,352 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
450,GeForce GTX 1080 Ti ASUS Founders Edition 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,220 Watts,352 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x3200,No,,,
451,GeForce GTX 1080 Palit Super JetStream 8GB Edition,Pascal P104-400-A1 ,1847,1708,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,200 Watts,256 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
452,GeForce GTX 1080 PNY Founders 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
453,GeForce GTX 1080 Palit Founders 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
454,GeForce GTX 1080 SLI,Pascal P104-400-A1 (x2) ,1733,1607,16384,1251 MHz,640.5GB/sec,1,Yes,DX 12.1,1,No,2048KB(x2),Nvidia,360 Watts,256 Bit ,GDDR5X,2x 8-pin ,16nm,7680x4320,Yes,,,
455,GeForce GTX 1080 MSI Armor 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
456,GeForce GTX 1080 MSI Founders 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1250 MHz,320GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
457,GeForce GTX 1080 MSI Gaming X 8GB Edition,Pascal P104-400-A1 ,1847,1708,8192,1263 MHz,323.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
458,GeForce GTX 1080 Palit JetStream 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
459,GeForce GTX 1080 Palit GameRock 8GB Edition,Pascal P104-400-A1 ,1784,1645,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,200 Watts,256 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
460,GeForce GTX 1080 MSI Armor OC 8GB Edition,Pascal P104-400-A1 ,1797,1657,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
461,GeForce GTX 1080 Ti Inno3D Twin X2 11GB,Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,1,Yes,DX 12.1,1,No,768KB(x4),Nvidia,220 Watts,88 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
462,GeForce GTX 1080 MSI Sea Hawk 8GB Edition,Pascal P104-400-A1 ,1847,1708,8192,1263 MHz,323.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
463,GeForce GTX 1080 MSI Aero OC 8GB Edition,Pascal P104-400-A1 ,1771,1632,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
464,GeForce GTX 1080 MSI Aero 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
465,GeForce GTX 1080 Gigabyte Founders 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1250 MHz,320GB/sec,2,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
466,GeForce GTX 1080 Gigabyte G1 Gaming 8GB Edition,Pascal P104-400-A1 ,1835,1695,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
467,GeForce GTX 1080 EVGA FTW ACX 3.0 8GB Edition,Pascal P104-400-A1 ,1860,1721,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,215 Watts,256 Bit ,GDDR5X,2x 8-pin ,16nm,7680x4320,Yes,,,
468,GeForce GTX 1080 EVGA ACX 3.0 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1251 MHz,320.3GB/sec,2,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
469,GeForce GTX 1080 Colorful iGame X-TOP 8GB,Pascal P104-400-A1 ,1847,1708,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,2x 8-pin ,16nm,7680x4320,Yes,,,
470,GeForce GTX 1080 Inno3D Founders 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1251 MHz,320.3GB/sec,2,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
471,GeForce GTX 1080 Ti Gainward Founders Edition 11GB (China),Pascal P102 ,1582,1480,11264,1376 MHz,484.4GB/sec,2,Yes,DX 12.1,1,No,3072KB,Nvidia,220 Watts,352 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,No,,,
472,GeForce GTX 1080 EVGA 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
473,GeForce GTX 1080 Asus ROG Strix Gaming 8GB,Pascal P104-400-A1 ,1771,1632,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,2,No,2048KB,Nvidia,300 Watts,256 Bit ,GDDR5X,None ,16nm,7680x4320,No,,,
474,GeForce GTX 1080 Asus ROG Strix Gaming OC 8GB Edition,Pascal P104-400-A1 ,1936,1784,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,2,No,2048KB,Nvidia,300 Watts,256 Bit ,GDDR5X,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
475,GeForce GTX 1080 EVGA SuperClocked ACX 3.0 8GB Edition,Pascal P104-400-A1 ,1847,1708,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
476,GeForce GTX 1080 EVGA Founders 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
477,GeForce GTX 1080 Asus Founders 8GB Edition,Pascal P104-400-A1 ,1733,1607,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
478,GeForce GTX 1070 Palit JetStream,Pascal P104-200-A1 ,1683,1506,8192,2125 MHz,272GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
479,GeForce GTX 1070 Zotac AMP!,Pascal P104-200-A1 ,1797,1607,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,220 Watts,256 Bit ,GDDR5,2x 8-pin ,16nm,7680x4320,No,,,
480,GeForce GTX 1070 SLI,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,1024KB(x2),Nvidia,150 Watts,128 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
481,GeForce GTX 1070 MSI Sea Hawk X 8GB Edition,Pascal P104-200-A1 ,1797,1607,8192,2027 MHz,259.5GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
482,GeForce GTX 1070 Palit GameRock Premium,Pascal P104-200-A1 ,1873,1670,8192,2125 MHz,272GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
483,GeForce GTX 1070 MSI Quick Silver OC 8GB,Pascal P104-200-A1 ,1797,1607,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
484,GeForce GTX 1070 Zotac AMP! Xtreme,Pascal P104-200-A1 ,1835,1632,8192,2052 MHz,262.7GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
485,GeForce GTX 1080,Pascal P104-400-A1 ,1733,1607,8192,1251 MHz,320.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5X,1x 8-pin ,16nm,7680x4320,Yes,,,
486,GeForce GTX 1070 MSI Gaming Z 8GB,Pascal P104-200-A1 ,1860,1657,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
487,GeForce GTX 1070 MSI Gaming X 8GB Edition,Pascal P104-200-A1 ,1797,1607,8192,2027 MHz,259.5GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
488,GeForce GTX 1070 Palit Super JetStream,Pascal P104-200-A1 ,1835,1632,8192,2127 MHz,272.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
489,GeForce GTX 1070 MSI Armor OC 8GB Edition,Pascal P104-200-A1 ,1746,1556,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
490,GeForce GTX 1070 MSI Armor 8GB Edition,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
491,GeForce GTX 1070 Leadtek WinFast HURRICANE,Pascal P104-200-A1 ,1759,1569,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
492,GeForce GTX 1070 Gigabyte Xtreme Gaming,Pascal P104-200-A1 ,1898,1695,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
493,GeForce GTX 1070 Gigabyte Mini ITX OC 8GB,Pascal P104-200-A1 ,1746,1556,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
494,GeForce GTX 1070 Gigabyte Windforce OC,Pascal P104-200-A1 ,1771,1582,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
495,GeForce GTX 1070 MSI Aero OC 8GB Edition,Pascal P104-200-A1 ,1721,1531,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
496,GeForce GTX 1070 MSI Aero 8GB Edition,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
497,GeForce GTX 1070 Gigabyte Founders 8GB Edition,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
498,GeForce GTX 1070 Galax HOF Limited Edition 8GB,Pascal P104-200-A1 ,1860,1657,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,2x 8-pin ,16nm,7680x4320,Yes,,,
499,GeForce GTX 1070 Galax EXOC 8GB,Pascal P104-200-A1 ,1784,1594,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
500,GeForce GTX 1070 Galax Founders 8GB,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
501,GeForce GTX 1070 Galax EX 8GB,Pascal P104-200-A1 ,1708,1518,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 6-pin + 1x 8-pin ,16nm,7680x4320,Yes,,,
502,GeForce GTX 1070 Gainward Phoenix GLH,Pascal P104-200-A1 ,1873,1670,8192,2127 MHz,272.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
503,GeForce GTX 1070 EVGA SC GAMING ACX 3.0 8GB Edition,Pascal P104-200-A1 ,1784,1594,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,180 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
504,GeForce GTX 1070 EVGA Founders 8GB Edition,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
505,GeForce GTX 1070 EVGA ACX 3.0 8GB Edition,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
506,GeForce GTX 1070 Gainward,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
507,GeForce GTX 1070 Colorful iGame X-TOP 8GB,Pascal P104-200-A1 ,1860,1657,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,2x 8-pin ,16nm,7680x4320,No,,,
508,GeForce GTX 1070 Asus ROG Strix Gaming OC 8GB Edition,Pascal P104-200-A1 ,1860,1657,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,2,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
509,GeForce GTX 1070 MSI Founders 8GB Edition,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
510,GeForce GTX 1070 Gigabyte G1 Gaming 8GB Edition,Pascal P104-200-A1 ,1822,1620,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
511,GeForce GTX 1070 Asus Turbo,Pascal P104-200-A1 ,1721,1531,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,2,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
512,GeForce GTX 1070 Asus ROG Strix Gaming 8GB,Pascal P104-200-A1 ,1721,1531,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,2,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
513,GeForce GTX 1070 Asus Founders SLI,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,1024KB(x2),Nvidia,150 Watts,128 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
514,GeForce GTX 1070 Asus Founders,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
515,GeForce GTX 1070 Asus Dual,Pascal P104-200-A1 ,1771,1582,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,2,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
516,GeForce GTX 1060 Palit Super Jetstream 6GB,Pascal P106-400-A1 ,1847,1620,6144,2002 MHz,192.2GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,120 Watts,192 Bit ,GDDR5,1x 6-pin ,16nm,7680x4320,No,,,
517,GeForce GTX 1060 Zotac Mini 6GB,Pascal P106-400-A1 ,1708,1506,6144,2002 MHz,192.2GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,120 Watts,192 Bit ,GDDR5,1x 6-pin ,16nm,7680x4320,No,,,
518,GeForce GTX 1060 Palit Jetstream 6GB,Pascal P106-400-A1 ,1709,1506,6144,2002 MHz,192.2GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,120 Watts,192 Bit ,GDDR5,1x 6-pin ,16nm,7680x4320,No,,,
519,GeForce GTX 1060 Zotac AMP 6GB Edition,Pascal P106-400-A1 ,1771,1556,6144,2002 MHz,192.2GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,120 Watts,192 Bit ,GDDR5,1x 6-pin ,16nm,7680x4320,No,,,
520,GeForce GTX 1070,Pascal P104-200-A1 ,1683,1506,8192,2002 MHz,256.3GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,150 Watts,256 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,Yes,,,
521,GeForce GTX 1060 MSI Gaming X 6G Edition,Pascal P106-400-A1 ,1784,1569,6144,2002 MHz,192.2GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,120 Watts,192 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
522,GeForce GTX 1060 MSI Gaming 6GB,Pascal P106-400-A1 ,1733,1518,6144,2002 MHz,192.2GB/sec,1,Yes,DX 12.1,1,No,2048KB,Nvidia,120 Watts,192 Bit ,GDDR5,1x 8-pin ,16nm,7680x4320,No,,,
